date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:54:42	19787/19787	---M--	200	added ('OK')	text/css	etag:%224d4b-643623695b6a7%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min.css?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/widget-mega-menu.min20c8.css	(from http://localhost/UrbanBloom/)
18:54:43	162/162	---M--	200	added ('OK')	text/css	etag:%22a2-6436236979720%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min.css?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/modules/sticky.min20c8.css	(from http://localhost/UrbanBloom/)
18:54:43	137/137	---M--	200	added ('OK')	text/css	etag:%2289-6436233e5dbd6%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInDown.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:43	318/318	---M--	200	added ('OK')	text/css	etag:%2213e-6436233e52055%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-pulse.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:44	205/205	---M--	200	added ('OK')	text/css	etag:%22cd-6436233e55aee%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/e-animation-shrink.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:44	137/137	---M--	200	added ('OK')	text/css	etag:%2289-6436233e5e3a5%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInLeft.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:44	77/77	---M--	200	added ('OK')	text/css	etag:%224d-6436233e5e3a5%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeIn.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:44	17408/17408	---M--	200	added ('OK')	font/ttf	etag:%224400-64362d10052e9%22	http://localhost/UrbanBloom/wp-content/uploads/2025/11/Bebas-Regular.ttf	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/uploads/2025/11/Bebas-Regular.ttf	(from http://localhost/UrbanBloom/)
18:54:44	254/254	---M--	200	added ('OK')	text/css	etag:%22fe-6436233c9ff05%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/widget-image.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/widget-image.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:45	139/139	---M--	200	added ('OK')	text/css	etag:%228b-6436233e5eb77%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/animations/styles/fadeInRight.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:45	16471/16471	---M--	200	added ('OK')	text/css	etag:%224057-6436233e93b1e%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min.css?ver=8.4.5	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/swiper/v8/css/swiper.min94a4.css	(from http://localhost/UrbanBloom/)
18:54:46	5486/5486	---M--	200	added ('OK')	text/css	etag:%22156e-6436233c5d885%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/conditionals/e-swiper.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:46	382/382	---M--	200	added ('OK')	text/css	etag:%2217e-6436233c9dbdc%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/widget-image-carousel.min.css?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/css/widget-image-carousel.min8e60.css	(from http://localhost/UrbanBloom/)
18:54:46	9691/9691	---M--	200	added ('OK')	text/css	etag:%2225db-643623695ce18%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min.css?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/css/widget-nested-carousel.min20c8.css	(from http://localhost/UrbanBloom/)
18:54:49	13577/13577	---M--	200	added ('OK')	text/javascript	etag:%223509-5fdab17cb7d00%22	http://localhost/UrbanBloom/wp-includes/js/jquery/jquery-migrate.min.js?ver=3.4.1	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-includes/js/jquery/jquery-migrate.min5589.js	(from http://localhost/UrbanBloom/)
18:55:00	87553/87553	---M--	200	added ('OK')	text/javascript	etag:%2215601-603fdfcd9b800%22	http://localhost/UrbanBloom/wp-includes/js/jquery/jquery.min.js?ver=3.7.1	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-includes/js/jquery/jquery.minf43b.js	(from http://localhost/UrbanBloom/)
18:55:00	121970/121970	---M--	200	added ('OK')	image/jpeg	etag:%221dc72-643629e5d9114%22	http://localhost/UrbanBloom/wp-content/uploads/2025/11/premium_photo-1670360414483-64e6d9ba9038.jpeg	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/uploads/2025/11/premium_photo-1670360414483-64e6d9ba9038.jpg	(from http://localhost/UrbanBloom/)
18:55:01	838/838	---M--	200	added ('OK')	text/xml	date:Thu,%2013%20Nov%202025%2018:55:00%20GMT	http://localhost/UrbanBloom/xmlrpc.php?rsd	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/xmlrpc0db0.php	(from http://localhost/UrbanBloom/)
18:55:03	2076/2076	---M--	200	added ('OK')	application/json	date:Thu,%2013%20Nov%202025%2018:55:02%20GMT	http://localhost/UrbanBloom/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FUrbanBloom%2F	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/index.php/wp-json/oembed/1.0/embed5f9a.json	(from http://localhost/UrbanBloom/)
18:55:03	80037/80037	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Nov%202025%2018:54:49%20GMT	http://localhost/UrbanBloom/index.php/wp-json/wp/v2/pages/12	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/index.php/wp-json/wp/v2/pages/12.json	(from http://localhost/UrbanBloom/)
18:55:04	2233/2233	---M--	200	added ('OK')	text/xml	date:Thu,%2013%20Nov%202025%2018:55:03%20GMT	http://localhost/UrbanBloom/index.php/wp-json/oembed/1.0/embed?url=http%3A%2F%2Flocalhost%2FUrbanBloom%2F&format=xml	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/index.php/wp-json/oembed/1.0/embeda358	(from http://localhost/UrbanBloom/)
18:55:12	53600/53600	---M--	200	added ('OK')	font/woff2	etag:%22d160-625924c6e1680%22	http://localhost/UrbanBloom/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/themes/twentytwentyfive/assets/fonts/manrope/Manrope-VariableFont_wght.woff2	(from http://localhost/UrbanBloom/)
18:55:21	106112/106112	---M--	200	added ('OK')	font/woff2	etag:%2219e80-625924c6e1680%22	http://localhost/UrbanBloom/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/themes/twentytwentyfive/assets/fonts/fira-code/FiraCode-VariableFont_wght.woff2	(from http://localhost/UrbanBloom/)
18:55:23	5707/5707	---M--	200	added ('OK')	text/javascript	etag:%22164b-6436233e4591d%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/webpack.runtime.min.js?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/webpack.runtime.min8e60.js	(from http://localhost/UrbanBloom/)
18:55:26	81684/81684	---M--	200	added ('OK')	image/jpeg	etag:%2213f14-643629e4afc68%22	http://localhost/UrbanBloom/wp-content/uploads/2025/11/premium_photo-1661765778256-169bf5e561a6.jpeg	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/uploads/2025/11/premium_photo-1661765778256-169bf5e561a6.jpg	(from http://localhost/UrbanBloom/)
18:55:27	312483/312483	---M--	200	added ('OK')	image/jpeg	etag:%224c4a3-643629e2ae870%22	http://localhost/UrbanBloom/wp-content/uploads/2025/11/photo-1616046229478-9901c5536a45.jpeg	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/uploads/2025/11/photo-1616046229478-9901c5536a45.jpg	(from http://localhost/UrbanBloom/)
18:55:29	21464/21464	---M--	200	added ('OK')	text/javascript	etag:%2253d8-62d7c8e3fbb80%22	http://localhost/UrbanBloom/wp-includes/js/jquery/ui/core.min.js?ver=1.13.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-includes/js/jquery/ui/core.minb37e.js	(from http://localhost/UrbanBloom/)
18:55:30	3721/3721	---M--	200	added ('OK')	text/javascript	etag:%22e89-6436236a7d1ed%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min.js?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/lib/sticky/jquery.sticky.min20c8.js	(from http://localhost/UrbanBloom/)
18:55:32	32362/32362	---M--	200	added ('OK')	text/javascript	etag:%227e6a-6436233dba2a6%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/frontend.min.js?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/frontend.min8e60.js	(from http://localhost/UrbanBloom/)
18:55:32	59579/59579	---M--	200	added ('OK')	text/javascript	etag:%22e8bb-6436233dbae5d%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/frontend-modules.min.js?ver=3.32.3	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/js/frontend-modules.min8e60.js	(from http://localhost/UrbanBloom/)
18:55:33	6248/6248	---M--	200	added ('OK')	text/javascript	etag:%221868-6436236a1ee1d%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min.js?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/webpack-pro.runtime.min20c8.js	(from http://localhost/UrbanBloom/)
18:55:33	4776/4776	---M--	200	added ('OK')	text/javascript	etag:%2212a8-6234e665c2500%22	http://localhost/UrbanBloom/wp-includes/js/dist/hooks.min.js?ver=4d63a3d491d11ffd8ac6	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-includes/js/dist/hooks.min4fdd.js	(from http://localhost/UrbanBloom/)
18:55:35	9141/9141	---M--	200	added ('OK')	text/javascript	etag:%2223b5-6116e76b65700%22	http://localhost/UrbanBloom/wp-includes/js/dist/i18n.min.js?ver=5e580eb46a90c2b997e6	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-includes/js/dist/i18n.minc33c.js	(from http://localhost/UrbanBloom/)
18:55:38	24288/24288	---M--	200	added ('OK')	text/javascript	etag:%225ee0-64362369ffa1f%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/frontend.min.js?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/frontend.min20c8.js	(from http://localhost/UrbanBloom/)
18:55:41	44670/44670	---M--	200	added ('OK')	text/javascript	etag:%22ae7e-64362369f1f5d%22	http://localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min.js?ver=3.32.2	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor-pro/assets/js/elements-handlers.min20c8.js	(from http://localhost/UrbanBloom/)
18:55:41	272979/272979	---MC-	200	added ('OK')	application/json	date:Thu,%2013%20Nov%202025%2018:55:00%20GMT	http://localhost/UrbanBloom/index.php/wp-json/	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/index.php/wp-json/index.html	(from http://localhost/UrbanBloom/)
18:55:44	143709/143709	---M--	200	added ('OK')	text/javascript	etag:%222315d-6436233e9528d%22	http://localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min.js?ver=8.4.5	C:/My%20Web%20Sites/urban%20bloom/localhost/UrbanBloom/wp-content/plugins/elementor/assets/lib/swiper/v8/swiper.min94a4.js	(from http://localhost/UrbanBloom/)
